timestamp,dwell_time,flight_time,anomaly_score
2026-05-23 10:39:59.693,103.52,107.99,0.6095
2026-05-23 10:39:33.520,146.81,126.14,0.4104
2026-05-23 10:37:56.928,93.17,184.05,0.822
2026-05-23 10:40:57.951,103.23,122.86,0.595
2026-05-23 10:38:30.556,140.73,137.05,0.2339
2026-05-23 10:38:27.670,130.73,125.92,0.4372
2026-05-23 10:40:29.411,129.81,142.0,0.6947
2026-05-23 10:40:16.386,149.93,209.69,-0.367
2026-05-23 10:38:24.836,148.8,158.54,0.5316
2026-05-23 10:41:18.711,78.23,115.65,0.7898
2026-05-23 10:38:20.573,151.03,147.24,-0.5842
2026-05-23 10:39:42.515,44.34,108.98,0.5659
2026-05-23 10:39:12.349,106.43,109.98,0.9101
2026-05-23 10:38:24.164,166.24,133.48,-0.4923
2026-05-23 10:39:44.341,121.69,80.5,0.8155
2026-05-23 10:38:37.445,129.86,169.44,0.7347
2026-05-23 10:41:39.564,141.85,155.07,0.2649
2026-05-23 10:41:23.285,84.41,125.2,0.2725
2026-05-23 10:39:15.721,103.87,160.79,0.6091
2026-05-23 10:41:52.227,150.21,199.71,0.1593
2026-05-23 10:38:40.199,120.37,153.64,0.8951
2026-05-23 10:41:18.773,147.03,157.79,0.9481
2026-05-23 10:39:34.213,121.04,201.87,-0.6396
2026-05-23 10:40:28.904,154.35,93.91,0.5404
2026-05-23 10:40:14.421,59.59,181.89,0.8943
2026-05-23 10:39:07.999,133.94,147.2,0.7382
2026-05-23 10:43:16.209,107.64,137.14,0.321
2026-05-23 10:43:15.157,57.86,151.43,0.8558
2026-05-23 10:40:31.048,79.65,114.1,0.8518
2026-05-23 10:42:15.586,117.79,147.84,-0.6313
2026-05-23 10:43:34.861,159.25,206.33,0.1596
2026-05-23 10:43:29.421,59.65,166.61,0.5442
2026-05-23 10:43:21.668,156.94,123.14,0.2792
2026-05-23 10:41:10.672,118.42,152.15,0.8588
2026-05-23 10:41:51.773,104.06,95.33,0.3601
2026-05-23 10:43:59.216,155.52,155.38,0.5022
2026-05-23 10:41:57.131,110.99,118.15,0.3924
2026-05-23 10:41:04.481,117.48,142.44,-0.7188
2026-05-23 10:40:02.599,122.26,112.31,0.3999
2026-05-23 10:43:31.838,110.45,146.14,0.3813
2026-05-23 10:38:50.869,129.57,79.42,0.7439
2026-05-23 10:42:12.451,114.02,64.22,0.4564
2026-05-23 10:41:28.092,106.47,175.57,0.7677
2026-05-23 10:43:13.926,136.36,158.44,0.5705
2026-05-23 10:42:46.846,119.83,176.57,0.2203
2026-05-23 10:42:00.800,112.19,57.35,0.8329
2026-05-23 10:40:05.104,101.67,189.64,0.5337
2026-05-23 10:40:34.655,64.71,108.15,0.7907
2026-05-23 10:39:05.670,136.72,131.16,0.7269
2026-05-23 10:40:09.765,94.92,86.79,0.3722
2026-05-23 10:44:59.797,116.77,137.66,0.9228
2026-05-23 10:43:44.242,119.5,147.19,0.492
2026-05-23 10:39:10.849,91.8,147.89,0.2857
2026-05-23 10:40:01.968,90.48,137.75,0.2038
2026-05-23 10:39:45.479,113.64,163.48,0.3567
2026-05-23 10:42:02.223,123.62,200.83,0.5254
2026-05-23 10:44:29.347,149.11,143.28,0.2508
2026-05-23 10:43:56.488,69.94,116.0,0.86
2026-05-23 10:41:25.150,94.22,120.54,0.2828
2026-05-23 10:46:38.523,125.36,143.76,0.7751
2026-05-23 10:40:17.075,136.64,169.69,0.4295
2026-05-23 10:42:30.630,138.83,177.69,0.5962
2026-05-23 10:44:11.620,128.91,108.96,0.6108
2026-05-23 10:44:21.053,137.24,71.38,0.2391
2026-05-23 10:46:47.200,105.52,136.45,0.4848
2026-05-23 10:47:21.254,77.7,178.82,0.6583
2026-05-23 10:47:20.531,134.16,199.17,0.2105
2026-05-23 10:42:52.307,106.17,130.1,0.3749
2026-05-23 10:44:58.783,90.42,205.81,0.5501
2026-05-23 10:45:29.601,117.78,167.29,0.2215
2026-05-23 10:42:51.490,110.75,179.69,0.8442
2026-05-23 10:44:50.236,84.45,228.21,0.9206
2026-05-23 10:46:57.308,126.02,135.81,0.2831
2026-05-23 10:41:29.423,111.52,230.26,0.437
2026-05-23 10:44:15.246,126.13,140.37,0.5199
2026-05-23 10:40:02.300,164.3,173.42,0.6281
2026-05-23 10:44:02.574,127.18,137.23,0.5172
2026-05-23 10:42:07.750,93.94,188.25,0.3058
2026-05-23 10:47:42.542,144.14,159.18,0.3678
2026-05-23 10:46:50.956,130.11,130.39,0.3112
2026-05-23 10:44:34.832,124.37,174.14,0.5269
2026-05-23 10:44:23.831,100.03,154.84,0.2453
2026-05-23 10:41:30.261,127.41,125.25,0.2656
2026-05-23 10:45:36.836,114.14,140.03,0.6692
2026-05-23 10:45:33.848,40.69,166.29,0.6523
2026-05-23 10:48:32.480,147.44,186.69,-0.2536
2026-05-23 10:42:51.278,101.15,194.47,0.913
2026-05-23 10:42:51.819,140.7,176.98,0.3874
2026-05-23 10:42:23.836,160.59,156.3,0.5568
2026-05-23 10:48:08.756,105.99,234.81,0.676
2026-05-23 10:44:27.787,104.16,175.72,0.2437
2026-05-23 10:41:54.304,98.49,86.94,0.6949
2026-05-23 10:45:19.061,125.08,161.52,0.8843
2026-05-23 10:47:46.131,147.09,152.03,0.8493
2026-05-23 10:41:32.031,154.43,123.62,0.6112
2026-05-23 10:43:01.214,92.94,125.28,0.3211
2026-05-23 10:40:20.609,90.55,142.22,0.4297
2026-05-23 10:42:50.396,86.19,140.45,0.9204
2026-05-23 10:40:34.543,116.89,217.55,0.9148
2026-05-23 10:41:20.596,112.24,187.73,0.8112
2026-05-23 10:40:45.069,107.09,91.52,0.2141
2026-05-23 10:49:32.947,114.35,164.22,0.8652
2026-05-23 10:41:58.077,123.89,193.93,0.9365
2026-05-23 10:43:12.794,152.68,206.09,0.7339
2026-05-23 10:42:04.083,90.39,95.48,0.8527
2026-05-23 10:41:30.902,87.0,188.66,0.5162
2026-05-23 10:44:42.691,125.26,113.38,0.8399
2026-05-23 10:49:39.212,106.15,132.22,0.764
2026-05-23 10:42:44.322,113.11,124.76,0.9197
2026-05-23 10:44:44.770,134.17,225.89,0.5836
2026-05-23 10:50:37.065,168.2,147.07,0.6112
2026-05-23 10:45:48.792,54.49,177.36,0.6315
2026-05-23 10:41:11.501,101.01,159.24,0.5766
2026-05-23 10:50:43.578,149.44,100.77,0.5259
2026-05-23 10:44:55.197,97.01,132.23,0.5327
2026-05-23 10:49:43.865,106.42,222.59,0.9256
2026-05-23 10:47:18.059,90.24,172.51,0.9423
2026-05-23 10:41:48.032,137.25,147.5,0.6369
2026-05-23 10:42:33.628,95.78,104.03,0.8116
2026-05-23 10:46:35.933,128.27,113.77,0.7088
2026-05-23 10:43:31.062,125.89,78.12,0.7009
2026-05-23 10:45:56.938,96.46,165.37,0.3934
2026-05-23 10:43:57.380,104.17,134.29,0.4711
2026-05-23 10:48:18.296,84.44,175.59,-0.5508
2026-05-23 10:48:30.138,134.78,183.41,0.1608
2026-05-23 10:45:15.377,106.82,158.43,0.2601
2026-05-23 10:50:57.840,135.43,155.78,0.2996
2026-05-23 10:51:39.887,98.25,176.41,0.3864
2026-05-23 10:49:51.701,93.72,99.91,0.7429
2026-05-23 10:50:05.971,152.81,127.31,0.8848
2026-05-23 10:53:25.623,106.85,97.78,0.755
2026-05-23 10:52:37.281,85.94,161.76,0.9243
2026-05-23 10:41:53.305,145.1,151.93,0.651
2026-05-23 10:53:17.567,150.23,140.22,0.3534
2026-05-23 10:53:22.563,85.43,145.14,0.2296
2026-05-23 10:50:25.551,93.77,115.92,0.487
2026-05-23 10:42:05.390,99.48,140.93,0.4012
2026-05-23 10:52:29.007,106.15,179.58,0.2161
2026-05-23 10:46:38.637,105.63,222.57,0.1703
2026-05-23 10:41:29.871,160.71,121.02,0.5726
2026-05-23 10:51:25.309,72.74,189.68,0.4724
2026-05-23 10:43:40.269,109.8,115.84,0.1628
2026-05-23 10:46:42.059,151.69,118.1,0.273
2026-05-23 10:49:27.901,120.71,176.6,0.2549
2026-05-23 10:51:10.713,159.74,177.16,0.2821
2026-05-23 10:45:24.382,109.31,124.77,0.6864
2026-05-23 10:47:19.183,130.85,108.95,0.4549
2026-05-23 10:51:48.221,127.82,132.43,0.7369
2026-05-23 10:54:20.751,82.02,137.27,-0.3183
2026-05-23 10:44:05.026,77.71,174.37,0.5477
2026-05-23 10:51:46.880,131.89,273.11,0.8676
2026-05-23 10:42:34.130,120.54,103.64,0.7885
2026-05-23 10:44:23.322,103.99,178.62,0.6516
2026-05-23 10:51:22.273,64.73,158.66,0.1504
2026-05-23 10:50:17.981,104.53,75.29,0.22
2026-05-23 10:44:16.853,122.44,241.9,0.7943
2026-05-23 10:50:36.487,92.47,159.11,0.6027
2026-05-23 10:54:19.362,100.49,149.39,0.3255
2026-05-23 10:44:18.664,90.69,214.75,0.3983
2026-05-23 10:43:27.618,139.82,83.42,0.6836
2026-05-23 10:55:33.395,128.45,126.57,0.9452
2026-05-23 10:47:10.201,100.46,125.08,0.4307
2026-05-23 10:55:16.927,144.72,178.17,0.4814
2026-05-23 10:48:25.535,142.89,134.82,0.7063
2026-05-23 10:52:56.366,108.48,150.77,0.5148
2026-05-23 10:49:18.908,110.7,226.09,0.4105
2026-05-23 10:57:15.290,156.44,130.18,0.3751
2026-05-23 10:42:42.286,124.44,155.98,0.2157
2026-05-23 10:53:43.635,114.31,158.87,0.5441
2026-05-23 10:56:10.910,90.09,152.65,0.8495
2026-05-23 10:57:13.299,110.44,133.93,0.8255
2026-05-23 10:46:51.525,159.26,132.62,0.9417
2026-05-23 10:44:43.743,71.38,116.12,0.6296
2026-05-23 10:47:33.508,70.59,198.57,0.9063
2026-05-23 10:52:31.187,129.86,52.0,0.1811
2026-05-23 10:46:59.650,128.46,145.22,0.9408
2026-05-23 10:53:57.686,130.76,142.69,0.8246
2026-05-23 10:44:50.070,73.9,117.93,0.4713
2026-05-23 10:43:46.515,124.27,147.51,0.5624
2026-05-23 10:57:00.422,57.62,157.05,0.8844
2026-05-23 10:47:29.013,155.08,147.02,0.2997
2026-05-23 10:53:52.954,70.58,137.16,0.4142
2026-05-23 10:46:37.211,112.16,82.14,0.5551
2026-05-23 10:45:27.749,162.38,236.19,0.3207
2026-05-23 10:52:57.435,120.62,193.66,0.6799
2026-05-23 10:57:38.839,101.46,234.71,0.9148
2026-05-23 10:57:09.792,177.08,229.69,0.6096
2026-05-23 10:52:18.115,98.47,121.29,0.5327
2026-05-23 10:49:56.622,146.16,205.7,0.1664
2026-05-23 10:46:10.034,167.52,191.66,0.3006
2026-05-23 10:43:27.284,85.38,195.74,0.3733
2026-05-23 10:46:16.452,126.52,154.28,0.6149
2026-05-23 10:57:42.598,124.97,143.04,0.4747
2026-05-23 10:51:56.576,133.5,150.56,0.5434
2026-05-23 10:55:14.642,73.88,74.5,0.2541
2026-05-23 10:46:58.790,99.75,160.1,0.2748
2026-05-23 10:55:33.137,115.76,194.85,-0.6889
2026-05-23 10:52:01.258,128.13,179.14,-0.6437
2026-05-23 10:56:50.507,97.15,130.8,0.5857
2026-05-23 10:52:36.373,174.58,118.49,0.2953
2026-05-23 10:47:03.052,106.21,128.68,0.1646
2026-05-23 10:55:17.394,82.4,85.15,0.6711
2026-05-23 10:49:02.961,146.23,207.02,0.3934
2026-05-23 10:58:39.346,121.74,117.78,0.5083
2026-05-23 10:44:58.047,94.96,134.92,0.2498
2026-05-23 10:56:23.429,175.42,171.44,0.5087
2026-05-23 10:44:27.324,76.43,231.07,-0.7054
2026-05-23 10:58:05.723,103.29,113.59,0.5879
2026-05-23 10:58:21.297,101.74,134.64,0.8962
2026-05-23 10:46:17.836,117.37,146.13,0.4712
2026-05-23 10:52:40.779,107.98,146.86,0.7612
2026-05-23 10:48:13.240,110.62,106.99,0.394
2026-05-23 10:53:04.155,67.49,167.38,0.9307
2026-05-23 10:48:10.117,138.51,211.4,0.1988
2026-05-23 10:57:56.603,137.61,195.2,-0.6731
2026-05-23 10:59:30.737,78.84,170.04,-0.2778
2026-05-23 10:57:01.462,136.6,166.14,0.51
2026-05-23 10:55:24.526,98.14,125.46,0.5379
2026-05-23 10:59:35.096,104.61,209.17,0.1792
2026-05-23 10:58:47.962,116.3,154.47,0.2084
2026-05-23 10:57:15.921,90.09,111.29,-0.7208
2026-05-23 11:02:56.337,143.08,170.49,0.7746
2026-05-23 11:01:19.408,88.22,121.59,0.531
2026-05-23 11:00:35.382,115.97,125.77,0.3631
2026-05-23 11:01:31.457,101.82,85.26,0.5905
2026-05-23 11:00:23.302,117.84,137.47,0.8722
2026-05-23 10:55:23.149,163.17,175.64,0.6052
2026-05-23 10:57:07.165,140.19,255.31,0.8472
2026-05-23 11:02:28.470,103.65,110.22,0.8951
2026-05-23 10:45:58.198,106.67,209.91,0.5017
2026-05-23 10:44:07.905,109.3,165.01,0.6772
2026-05-23 10:59:19.624,119.03,160.9,-0.545
2026-05-23 10:48:26.143,120.58,231.33,0.4191
2026-05-23 10:56:35.200,165.86,169.23,0.5389
2026-05-23 10:57:23.067,118.16,126.56,0.58
2026-05-23 10:44:22.663,104.65,153.74,0.162
2026-05-23 10:55:40.123,80.86,225.12,0.4398
2026-05-23 10:52:24.072,121.38,107.62,0.9177
2026-05-23 10:46:53.016,124.03,101.5,0.3145
2026-05-23 10:49:17.987,64.62,174.47,0.2993
2026-05-23 10:54:51.030,83.37,117.18,0.6147
2026-05-23 10:54:38.328,131.6,151.76,0.3464
2026-05-23 11:05:05.715,101.65,181.97,0.3988
2026-05-23 11:00:32.862,84.84,82.75,0.841
2026-05-23 10:54:10.625,149.3,169.98,0.4439
2026-05-23 10:55:20.785,152.6,149.75,0.2195
2026-05-23 11:04:10.660,124.53,179.01,0.3313
2026-05-23 10:47:55.985,89.55,255.38,0.2502
2026-05-23 10:44:25.625,126.21,163.02,0.7334
2026-05-23 10:44:58.268,127.26,145.06,0.7219
2026-05-23 10:49:47.528,145.21,146.8,0.501
2026-05-23 11:00:21.101,104.42,108.27,0.349
2026-05-23 10:52:55.973,103.66,134.5,0.4206
2026-05-23 10:49:49.276,82.26,139.55,0.4203
2026-05-23 10:45:12.220,125.83,124.1,0.5785
2026-05-23 10:54:16.425,123.56,202.58,0.5123
2026-05-23 10:58:21.975,114.93,88.05,0.9467
2026-05-23 10:48:30.453,129.55,169.94,0.3229
2026-05-23 11:03:06.819,114.97,117.31,-0.3245
2026-05-23 11:06:01.776,99.33,106.17,0.2738
2026-05-23 10:49:24.626,120.59,126.92,0.2541
2026-05-23 10:51:15.562,112.97,112.93,0.806
2026-05-23 10:45:20.061,86.52,141.84,0.3115
2026-05-23 10:51:33.500,88.14,83.84,0.9193
2026-05-23 11:01:25.588,119.36,224.17,0.2065
2026-05-23 11:02:12.852,118.51,171.13,0.4459
2026-05-23 11:02:32.489,138.77,138.1,0.1679
2026-05-23 10:46:08.275,122.02,178.61,0.7916
2026-05-23 11:05:47.434,100.83,145.25,0.3991
2026-05-23 10:48:55.112,101.02,168.54,0.406
2026-05-23 11:00:05.909,135.96,83.75,0.3627
2026-05-23 10:55:37.708,144.63,108.09,0.6253
2026-05-23 10:54:28.642,94.58,171.9,0.6653
2026-05-23 10:49:51.215,110.61,102.88,0.8943
2026-05-23 10:49:29.772,114.12,215.08,0.2631
2026-05-23 11:04:35.630,165.89,136.9,0.7018
2026-05-23 10:56:48.803,103.07,128.43,0.1537
2026-05-23 11:08:35.182,142.56,178.5,0.4649
2026-05-23 11:05:44.981,64.91,101.02,0.5206
2026-05-23 11:05:01.712,98.0,244.62,-0.4365
2026-05-23 10:55:18.831,160.08,86.7,0.5535
2026-05-23 11:03:24.303,123.33,105.26,0.4483
2026-05-23 10:47:28.939,70.14,144.89,0.1516
2026-05-23 10:50:07.209,126.79,178.87,0.3161
2026-05-23 10:58:14.653,80.11,139.83,0.2599
2026-05-23 10:52:39.742,130.51,196.39,0.635
2026-05-23 10:45:47.485,103.64,104.21,0.8007
2026-05-23 10:53:06.026,84.57,94.03,0.6396
2026-05-23 11:01:24.731,95.81,192.16,0.5725
2026-05-23 10:45:51.191,120.39,115.44,0.935
2026-05-23 11:00:26.948,101.43,159.92,0.6314
2026-05-23 10:47:06.373,58.72,113.68,-0.4461
2026-05-23 10:48:54.965,108.82,139.2,0.1615
2026-05-23 10:46:35.048,87.64,151.75,0.4944
2026-05-23 11:09:20.126,124.0,142.78,0.2841
2026-05-23 11:04:25.407,93.88,145.73,0.838
2026-05-23 10:49:48.016,110.09,122.31,0.301
2026-05-23 10:48:15.031,111.49,129.22,0.7759
2026-05-23 10:49:57.980,149.78,84.38,0.7816
2026-05-23 11:04:39.897,167.22,134.7,0.5102
2026-05-23 10:58:53.044,137.93,195.77,0.6142
2026-05-23 11:03:21.278,52.5,180.75,0.7871
2026-05-23 11:09:56.034,114.5,116.12,0.4322
2026-05-23 11:09:41.705,93.95,109.83,0.3151
2026-05-23 10:46:00.027,98.91,178.74,0.4264
2026-05-23 10:56:51.753,102.81,203.63,0.2849
2026-05-23 10:59:24.353,119.13,144.07,0.6518
2026-05-23 10:46:21.426,148.02,200.22,0.9019
2026-05-23 11:00:49.295,137.27,178.34,0.1735
2026-05-23 11:07:10.854,57.14,127.77,0.2769
2026-05-23 10:53:51.780,110.49,88.1,0.7032
2026-05-23 10:51:59.929,126.48,62.69,0.7257
2026-05-23 10:54:43.378,130.41,161.6,0.8383
2026-05-23 10:52:31.403,116.35,102.27,0.8517
2026-05-23 11:11:48.237,96.72,117.72,0.2628
2026-05-23 11:10:57.456,119.8,152.67,0.7333
2026-05-23 10:57:00.515,121.18,161.64,0.7598
2026-05-23 11:11:54.903,101.62,61.56,0.6245
2026-05-23 11:01:09.599,98.81,152.6,0.9138
2026-05-23 11:00:04.242,74.77,180.79,0.6215
2026-05-23 11:02:13.727,82.67,184.26,0.2167
2026-05-23 11:03:09.444,113.35,163.93,0.272
2026-05-23 10:50:22.146,134.48,113.66,0.495
2026-05-23 11:11:16.485,140.88,181.67,0.263
2026-05-23 11:11:00.898,125.08,220.18,-0.323
2026-05-23 10:53:15.744,135.84,79.3,0.3021
2026-05-23 11:07:19.680,111.24,167.59,0.7553
2026-05-23 10:48:16.635,112.8,120.93,0.1639
2026-05-23 11:06:15.757,109.47,179.46,0.2713
2026-05-23 10:57:26.517,139.8,134.18,0.9092
2026-05-23 11:03:42.622,113.15,162.89,0.8046
2026-05-23 11:01:09.756,119.72,195.12,0.7652
2026-05-23 11:03:55.055,87.63,59.09,0.6214
2026-05-23 11:01:13.093,144.82,182.93,-0.3298
2026-05-23 10:58:49.313,122.13,110.87,0.596
2026-05-23 11:03:03.374,119.74,120.74,0.9452
2026-05-23 11:11:48.733,170.28,121.97,0.6055
2026-05-23 10:56:08.331,126.33,145.85,0.7131
2026-05-23 11:09:21.239,88.38,168.07,0.3048
2026-05-23 11:03:42.644,69.27,111.3,0.6134
2026-05-23 11:13:13.743,96.86,106.45,0.1791
2026-05-23 10:57:02.548,136.45,129.15,0.443
2026-05-23 10:46:38.553,94.12,154.46,0.5862
2026-05-23 11:03:29.120,109.89,138.86,0.2267
2026-05-23 11:05:26.698,61.3,121.34,0.2982
2026-05-23 11:15:20.682,114.82,101.47,0.4445
2026-05-23 11:07:40.057,120.79,201.06,0.5674
2026-05-23 10:57:26.019,118.58,129.96,0.3668
2026-05-23 10:51:58.638,79.79,169.26,0.5746
2026-05-23 11:09:32.773,93.95,98.54,0.7521
2026-05-23 11:10:07.959,91.77,121.25,0.8204
2026-05-23 11:15:44.032,61.66,209.56,0.9084
2026-05-23 11:01:57.866,97.03,157.75,0.369
2026-05-23 11:10:34.037,121.47,122.8,0.414
2026-05-23 11:12:30.969,109.93,147.32,0.7618
2026-05-23 11:04:38.157,101.36,163.45,0.4144
2026-05-23 11:01:05.986,101.79,217.67,0.7633
2026-05-23 11:09:51.318,141.66,195.23,0.1528
2026-05-23 10:56:42.570,122.99,151.32,0.1611
2026-05-23 11:11:53.357,120.46,176.01,0.5017
2026-05-23 11:16:49.245,98.64,88.58,0.7945
2026-05-23 11:14:25.974,87.93,153.36,0.215
2026-05-23 10:50:16.831,134.75,167.34,0.8707
2026-05-23 10:56:54.176,105.22,135.52,0.5474
2026-05-23 11:11:23.256,116.34,102.49,0.7374
2026-05-23 10:51:15.936,136.58,44.14,0.3141
2026-05-23 11:04:00.031,89.29,133.82,0.2208
2026-05-23 11:06:41.171,105.29,174.77,0.8351
2026-05-23 10:57:56.191,145.43,223.4,-0.7138
2026-05-23 10:56:58.809,133.83,190.36,0.6175
2026-05-23 10:50:06.901,144.28,164.1,0.7273
2026-05-23 11:17:42.888,107.33,164.65,-0.2929
2026-05-23 11:10:36.992,170.4,142.11,0.1614
2026-05-23 10:49:33.676,118.42,137.02,0.4631
2026-05-23 10:50:32.557,106.86,127.88,0.7174
2026-05-23 11:16:47.771,127.81,53.29,0.2277
2026-05-23 11:13:10.350,153.16,95.29,0.7692
2026-05-23 10:55:34.594,112.26,99.68,0.8139
2026-05-23 11:09:49.015,92.4,170.7,0.2598
2026-05-23 11:15:32.681,86.35,145.39,0.5739
2026-05-23 10:48:41.654,121.39,108.2,0.4288
2026-05-23 10:58:20.034,110.75,169.79,0.4523
2026-05-23 11:14:53.963,118.94,79.09,0.4686
2026-05-23 11:06:26.492,91.59,202.46,-0.2842
2026-05-23 10:58:57.825,120.03,205.19,0.3763
2026-05-23 10:47:41.381,102.89,211.18,0.9119
2026-05-23 11:09:25.838,122.09,139.95,-0.3503
2026-05-23 11:15:58.943,143.95,131.88,0.1663
2026-05-23 11:03:46.308,58.85,153.61,0.4011
2026-05-23 10:54:24.025,144.9,126.77,0.8024
2026-05-23 10:54:16.283,104.81,138.44,0.6502
2026-05-23 10:47:45.958,93.18,191.43,0.4852
2026-05-23 10:52:02.137,121.81,172.75,0.5664
2026-05-23 11:05:26.655,82.21,145.04,-0.2625
2026-05-23 11:05:50.266,137.0,146.43,0.6674
2026-05-23 10:58:04.189,135.55,113.11,0.2857
2026-05-23 11:05:42.860,147.63,93.49,-0.4894
2026-05-23 11:14:42.452,149.44,152.91,0.5608
2026-05-23 11:17:34.956,143.48,190.24,0.4103
2026-05-23 10:50:01.544,97.69,106.0,0.7521
2026-05-23 11:10:35.177,120.5,178.69,0.419
2026-05-23 11:00:05.627,115.44,139.87,0.5881
2026-05-23 11:13:30.851,104.82,170.01,0.2243
2026-05-23 11:10:44.468,148.04,151.87,0.7482
2026-05-23 11:11:16.229,140.62,159.61,0.3458
2026-05-23 11:06:06.520,123.75,183.07,0.5333
2026-05-23 11:13:44.312,113.74,169.57,0.7178
2026-05-23 10:48:01.461,158.65,151.9,0.5777
2026-05-23 11:18:14.311,127.49,211.36,0.678
2026-05-23 11:03:58.628,88.79,72.74,0.5809
2026-05-23 11:04:33.251,89.54,197.21,0.4244
2026-05-23 11:11:30.083,114.42,134.87,0.6505
2026-05-23 11:20:50.280,120.31,148.12,0.4182
2026-05-23 10:48:57.544,66.45,187.17,0.2024
2026-05-23 10:57:26.006,103.95,132.36,0.5293
2026-05-23 11:02:03.615,87.93,160.17,0.1686
2026-05-23 10:56:17.004,110.13,152.76,0.9348
2026-05-23 11:06:26.709,88.44,137.47,0.9374
2026-05-23 11:14:03.225,125.87,194.77,0.6349
2026-05-23 11:22:28.213,114.76,158.55,0.4908
2026-05-23 10:58:49.087,130.79,127.37,0.4032
2026-05-23 11:14:01.910,127.29,102.62,0.2275
2026-05-23 11:15:03.035,121.22,133.51,0.3159
2026-05-23 10:57:15.733,92.17,128.18,0.4717
2026-05-23 10:56:07.802,163.55,134.87,0.5362
2026-05-23 11:18:46.316,102.43,109.9,0.8389
2026-05-23 10:58:36.152,152.66,119.27,0.755
2026-05-23 11:16:46.615,145.66,149.13,0.3838
2026-05-23 11:04:17.353,123.62,247.41,0.7857
2026-05-23 11:19:58.866,122.64,160.93,0.6019
2026-05-23 11:07:52.136,121.87,176.95,-0.6636
2026-05-23 11:04:33.481,106.22,111.66,0.7972
2026-05-23 10:57:19.788,85.81,160.53,0.3559
2026-05-23 11:12:19.741,119.04,119.88,0.7904
2026-05-23 11:21:24.904,143.39,163.15,-0.5967
2026-05-23 11:17:31.820,139.05,127.64,0.8627
2026-05-23 11:11:32.343,141.35,128.87,0.4012
2026-05-23 11:21:45.185,124.14,121.1,0.4409
2026-05-23 11:08:57.407,61.72,135.04,0.6299
2026-05-23 11:20:29.628,119.76,151.33,0.3697
2026-05-23 10:51:59.450,121.41,157.11,0.6066
2026-05-23 10:51:29.951,115.56,163.65,0.5404
2026-05-23 10:57:13.352,110.83,151.53,0.8647
2026-05-23 11:20:33.903,84.16,72.99,0.6886
2026-05-23 11:09:26.263,140.06,132.26,0.5056
2026-05-23 11:11:39.712,120.73,116.93,0.8716
2026-05-23 11:13:27.001,64.33,148.43,0.6742
2026-05-23 11:13:36.800,77.94,210.2,0.8411
2026-05-23 11:05:32.372,85.89,158.92,0.779
2026-05-23 10:49:33.985,122.64,118.0,0.3212
2026-05-23 11:05:39.477,128.33,133.08,0.4446
2026-05-23 11:03:46.358,146.62,109.31,0.7947
2026-05-23 10:52:34.856,65.27,185.73,0.8187
2026-05-23 11:23:03.549,109.2,149.58,0.6718
2026-05-23 11:17:33.894,144.98,166.76,0.859
2026-05-23 10:53:59.133,105.13,175.34,-0.663
2026-05-23 10:50:15.749,112.86,125.75,0.4526
2026-05-23 11:24:38.840,77.59,155.04,0.901
