Key,Press_Time,Release_Time,Dwell_Time,Flight_Time,Outlier,User_Name,Session_Type
e,748060.8727368,748060.9607965,0.0880596999777481,0.029784000013023615,False,Shruti,Prose
a,748061.1328729,748061.2369944,0.10412150004412979,0.17207640002015978,False,Shruti,Prose
r,748061.2747427,748061.3530454,0.07830269995611161,0.03774830000475049,False,Shruti,Prose
space,748061.5349597,748061.618967,0.08400730008725077,0.18191429995931685,False,Shruti,Prose
s,748061.9196472,748062.0430518,0.12340459995903075,0.30068019998725504,False,Shruti,Prose
t,748062.3230633,748062.403023,0.07995970000047237,0.28001149999909103,False,Shruti,Prose
u,748062.5489552,748062.6389697,0.09001449996139854,0.14593220001552254,False,Shruti,Prose
d,748062.6907541,748062.9196142,0.2288601000327617,0.051784400013275445,False,Shruti,Prose
e,748062.8152449,748062.9770106,0.16176570008974522,0.17627519997768104,False,Shruti,Prose
n,748062.8829765,748062.9829109,0.09993440005928278,0.2440067999996245,False,Shruti,Prose
t,748063.1531015,748063.2188338,0.06573230004869401,0.17019059997983277,False,Shruti,Prose
space,748063.3949781,748063.4929118,0.09793370007537305,0.17614429991226643,False,Shruti,Prose
a,748063.5810682,748063.6988957,0.11782750010024756,0.08815639989916235,False,Shruti,Prose
n,748063.8248132,748063.916858,0.09204479993786663,0.12591750000137836,False,Shruti,Prose
backspace,748064.5529236,748064.6370549,0.08413130010012537,0.6360655999742448,False,Shruti,Prose
t,748064.7930315,748064.8709131,0.07788160000927746,0.15597659989725798,False,Shruti,Prose
space,748064.9449166,748065.0171073,0.07219069998245686,0.07400350004900247,False,Shruti,Prose
k,748065.1809815,748065.2829871,0.10200559999793768,0.16387419996317476,False,Shruti,Prose
l,748065.335146,748065.4327886,0.09764259995426983,0.05215890007093549,False,Shruti,Prose
e,748065.5568566,748065.6387454,0.08188880002126098,0.12406800000462681,False,Shruti,Prose
space,748065.708747,748065.7987326,0.08998559997417033,0.07000159996096045,False,Shruti,Prose
t,748065.9686515,748066.0568282,0.08817670005373657,0.1699189000064507,False,Shruti,Prose
e,748066.1248706,748066.2206705,0.09579990000929683,0.06804239994380623,False,Shruti,Prose
c,748066.2172033,748066.2966881,0.07948479999322444,0.1603750999784097,False,Shruti,Prose
h,748066.4370015,748066.526865,0.08986349997576326,0.14031340007204562,False,Shruti,Prose
space,748066.6566706,748066.7410359,0.08436530001927167,0.12980559992138296,False,Shruti,Prose
i,748066.8689763,748066.9512655,0.08228920004330575,0.12794040003791451,False,Shruti,Prose
n,748067.0429924,748067.1327155,0.08972309995442629,0.09172689996194094,False,Shruti,Prose
e,748067.2252224,748067.3188596,0.0936371999559924,0.09250690008047968,False,Shruti,Prose
t,748067.324866,748067.4208979,0.09603190002962947,0.0060063999844715,False,Shruti,Prose
e,748067.4852122,748067.5746861,0.08947390003595501,0.06431429996155202,False,Shruti,Prose
r,748067.5708487,748067.6628282,0.09197950002271682,0.14995079999789596,False,Shruti,Prose
s,748067.7407293,748067.8547869,0.11405760003253818,0.07790109992492944,False,Shruti,Prose
t,748068.1950014,748068.2768105,0.08180909999646246,0.34021449997089803,False,Shruti,Prose
e,748068.3387216,748068.4148604,0.0761388000100851,0.061911100056022406,False,Shruti,Prose
d,748068.5391756,748068.6530229,0.1138472999446094,0.12431520002428442,False,Shruti,Prose
i,748068.8588801,748068.9528682,0.09398810006678104,0.20585719996597618,False,Shruti,Prose
n,748069.071052,748069.1488372,0.07778519997373223,0.11818380001932383,False,Shruti,Prose
space,748069.2711444,748069.3670003,0.09585589997004718,0.1223071999847889,False,Shruti,Prose
m,748069.8608299,748069.9447349,0.08390500000678003,0.4938296000473201,False,Shruti,Prose
l,748070.0507532,748070.1212963,0.07054310000967234,0.10601829993538558,False,Shruti,Prose
space,748070.264783,748070.3548643,0.09008130000438541,0.1434867000207305,False,Shruti,Prose
a,748070.3988593,748070.5191337,0.1202744001056999,0.0439949999563396,False,Shruti,Prose
n,748070.5289272,748070.604867,0.07593980000820011,0.009793499950319529,False,Shruti,Prose
d,748070.683028,748070.7768471,0.09381909994408488,0.07816100004129112,False,Shruti,Prose
space,748070.779183,748070.8687699,0.08958689996507019,0.0023358999751508236,False,Shruti,Prose
a,748071.7108961,748071.816832,0.10593590000644326,0.8421262000920251,False,Shruti,Prose
r,748072.1067293,748072.2011062,0.0943769000004977,0.28989729995373636,False,Shruti,Prose
t,748072.6207102,748072.6967573,0.07604709989391267,0.4196040000533685,False,Shruti,Prose
i,748072.8012159,748072.8788797,0.07766379998065531,0.10445860004983842,False,Shruti,Prose
f,748073.1930246,748073.2869378,0.09391319996211678,0.3141449000686407,False,Shruti,Prose
i,748073.3329068,748073.3987925,0.06588570005260408,0.045968999969772995,False,Shruti,Prose
c,748073.648987,748073.7293101,0.08032309997361153,0.2501944999676198,False,Shruti,Prose
i,748073.9371114,748074.0187687,0.08165730000473559,0.20780129998456687,False,Shruti,Prose
a,748074.2375276,748074.3510863,0.11355869995895773,0.218758900067769,False,Shruti,Prose
l,748074.3546133,748074.4227547,0.06814139999914914,0.003526999964378774,False,Shruti,Prose
space,748074.5888792,748074.6770448,0.08816559996921569,0.1661245001014322,False,Shruti,Prose
i,748074.8331262,748074.8991141,0.06598790001589805,0.15608139999676496,False,Shruti,Prose
n,748075.0230388,748075.1070223,0.08398350002244115,0.12392469996120781,False,Shruti,Prose
t,748075.3023016,748075.364747,0.06244540004990995,0.19527929998002946,False,Shruti,Prose
e,748075.4390058,748075.5270902,0.08808439993299544,0.07425880001392215,False,Shruti,Prose
l,748075.6249976,748075.7010587,0.07606110000051558,0.0979073999915272,False,Shruti,Prose
l,748075.7969824,748075.8871233,0.09014089999254793,0.09592370002064854,False,Shruti,Prose
e,748075.9795992,748076.0770243,0.09742510004434735,0.09247589996084571,False,Shruti,Prose
g,748076.384802,748076.4569992,0.07219720003195107,0.3077777000144124,False,Shruti,Prose
e,748076.8268064,748076.9247917,0.09798530000261962,0.3698071999242529,False,Shruti,Prose
n,748076.9626893,748077.0629591,0.10026980005204678,0.03789759997744113,False,Shruti,Prose
c,748077.2588886,748077.3286073,0.06971869990229607,0.19592950004152954,False,Shruti,Prose
e,748077.4087707,748077.4926863,0.08391559997107834,0.08016340003814548,False,Shruti,Prose
enter,748077.8809296,748078.0347751,0.15384549996815622,0.38824330002535135,False,Shruti,Prose
i,748078.3429998,748078.436759,0.09375919995363802,0.3082247000420466,False,Shruti,Prose
m,748078.5572588,748078.6369772,0.07971840002574027,0.12049980007577688,False,Shruti,Prose
space,748078.7608968,748078.8509724,0.09007560007739812,0.12391959992237389,False,Shruti,Prose
i,748078.9709731,748079.0450179,0.07404479989781976,0.12000070000067353,False,Shruti,Prose
n,748079.1270733,748079.2190239,0.0919506000354886,0.08205540000926703,False,Shruti,Prose
t,748079.3027319,748079.3907639,0.08803199999965727,0.08370800002012402,False,Shruti,Prose
o,748079.3691036,748079.44308,0.07397639995906502,0.15007970004808158,False,Shruti,Prose
space,748079.5889602,748079.6749255,0.08596529997885227,0.14588019996881485,False,Shruti,Prose
a,748079.752869,748079.8747548,0.1218858000356704,0.07794350001495332,False,Shruti,Prose
p,748079.8530861,748079.9192036,0.06611750007141382,0.17816060001496226,False,Shruti,Prose
p,748079.9950958,748080.0729815,0.07788569992408156,0.07589219999499619,False,Shruti,Prose
space,748080.2288945,748080.3029854,0.07409090001601726,0.15591299999505281,False,Shruti,Prose
d,748080.3606701,748080.6209672,0.2602971000596881,0.05768470000475645,False,Shruti,Prose
e,748080.4949786,748080.6466257,0.15164710010867566,0.191993199987337,False,Shruti,Prose
v,748080.6241638,748080.7087966,0.08463279996067286,0.003196600009687245,False,Shruti,Prose
space,748080.9108604,748081.0158675,0.10500710003543645,0.20206379995215684,False,Shruti,Prose
a,748081.9135179,748082.0330341,0.11951619992032647,0.897650400060229,False,Shruti,Prose
n,748082.125005,748082.205145,0.08013999997638166,0.0919709000736475,False,Shruti,Prose
d,748082.330941,748082.4367775,0.10583649994805455,0.12579600000754,False,Shruti,Prose
space,748082.4648523,748082.5715788,0.10672649997286499,0.02807480003684759,False,Shruti,Prose
a,748082.99597,748083.1195797,0.12360970000736415,0.42439120006747544,False,Shruti,Prose
i,748083.1178035,748083.1976565,0.07985300000291318,0.5462247000541538,False,Shruti,Prose
